external_order_no,customer_name,order_date,remarks
AHJPO2580379,越南安恒,2025-12-23 00:00:00,12/31收到
K26030B黑,康硕,2025-12-24 00:00:00,同26030黑
AHJPO2580364,安恒,2025-12-24 00:00:00,
4510245027,星昌/星联,2025-12-24 00:00:00,排135公斤，附首缸大货样
K26062,康硕,2025-12-24 00:00:00,同25302，前缸大货样染
K26061/63,康硕,2025-12-24 00:00:00,同25300/25304/25302
K25064,康硕,2025-12-24 00:00:00,同25299附前缸大货样，排155Y
4510245147,星昌/星联,2025-12-24 00:00:00,
4510245231,星昌/星联,2025-12-24 00:00:00,
k26009/10/11/12,康硕,2025-12-24 00:00:00,
K26067,康硕,2025-12-25 00:00:00,
K26061/63/64,康硕,2025-12-25 00:00:00,
4510245496,星昌/星联,2025-12-25 00:00:00,
4510245520,双源,2025-12-25 00:00:00,12/26收到
4510245611,星昌/星联,2025-12-25 00:00:00,排280Y
4510245630,双源,2025-12-25 00:00:00,够
4510246122,星昌/星联,2025-12-26 00:00:00,
1/29通知发,安健致远,2025-12-30 00:00:00,可以发
4510246224,星昌/星联,2025-12-27 00:00:00,
4510246243,星昌/星联,2025-12-27 00:00:00,
302450L,KSD,2025-12-26 00:00:00,
K26017黄色,康硕,2025-12-27 00:00:00,
4510246376,星昌/星联,2025-12-29 00:00:00,
4510246506,双源,2025-12-29 00:00:00,欠色卡
FE25050/FE25051/FE25052,福恩娃,2025-12-29 00:00:00,米白，这次允收
4510246829,星昌/星联,2025-12-30 00:00:00,
AHJPO2581051,安恒,2025-12-31 00:00:00,
4510246987,双源,2025-12-31 00:00:00,
ALCPO2524787,安健致远,2025-12-31 00:00:00,1/2收到，剪本白
AHJPO2581105,安恒,2025-12-31 00:00:00,1月2号收到，排25公斤
AHJPO2581109,越南安恒,2025-12-31 00:00:00,
AHJPO2581660,安恒,2026-12-31 00:00:00,
ALCPO2600010,安健致远,2026-01-02 00:00:00,
K26078ABC,康硕,2026-01-02 00:00:00,1/3收到
K26077ABC,康硕,2026-01-02 00:00:00,1/3收到
K26076ABC,康硕,2026-01-02 00:00:00,1/3收到
K26079ABC,康硕,2026-01-02 00:00:00,1/3收到
4510247481,双源,2026-01-03 00:00:00,排100公斤
ALCPO2600085,安健致远,2026-01-03 00:00:00,
ALCPO2600072,安健致远,2026-01-03 00:00:00,
AHJPO2600614,安恒,2026-01-04 00:00:00,排170公斤
ALCPO2600151,安健致远,2026-01-05 00:00:00,剪本白
4510247970,双源,2026-01-05 00:00:00,
AHJPO2600639,安恒,2026-01-05 00:00:00,
ALCPO2600182,安健致远,2026-01-05 00:00:00,11/7收到
ALCPO2600169,安健致远,2026-01-05 00:00:00,1/6收到
ALCPO2600166,安健致远,2026-01-05 00:00:00,1/7收到
AHJPO2600707,安恒,2026-01-05 00:00:00,
AHJPO2600682,安恒,2026-01-05 00:00:00,
4510248411,双源,2026-01-07 00:00:00,
4510248326,星昌/星联,2026-01-07 00:00:00,
AHJPO2601183,安恒,2026-01-07 00:00:00,
AHJPO2601214,安恒,2026-01-08 00:00:00,1/9排100公斤+1/12排250公斤
AHJPO2601211,安恒,2026-01-08 00:00:00,
AHJPO2601313,越南安恒,2026-01-08 00:00:00,1/9收到排70Y
AHJPO2601359,安恒,2026-01-08 00:00:00,1/8收到
4510248836,星昌/星联,2026-01-09 00:00:00,
4510248874,星昌/星联,2026-01-09 00:00:00,
AHJPO2601393,安恒,2026-01-09 00:00:00,
4510248917,双源,2026-01-09 00:00:00,排60Y做耐黄
FE25053,福恩娃,2026-01-09 00:00:00,
4510249131,双源,2026-01-10 00:00:00,
ALCPO2600418,安健致远,2026-01-10 00:00:00,
4510249237,星昌/星联,2026-01-10 00:00:00,
ALCPO2600415,安健致远,2026-01-10 00:00:00,
K26029黑,康硕,2026-01-10 00:00:00,27退回修色
K260006,康硕,2026-01-10 00:00:00,
ALCPO2600443,安健致远,2026-01-10 00:00:00,1月11收到排75Y
4510249155,星昌/星联,2026-01-10 00:00:00,
4510249282,星昌/星联,2026-01-10 00:00:00,排75Y
ALCPO2600475,安健致远,2026-01-11 00:00:00,
AHJPO2601747,安恒,2026-01-12 00:00:00,
4510249440,双源,2026-01-12 00:00:00,
ALCPO2600507,安健致远,2026-01-12 00:00:00,
4510249429,星昌/星联,2026-01-12 00:00:00,
4510249488,星昌/星联,2026-01-12 00:00:00,没货
AHJPO2601821,安恒,2026-01-12 00:00:00,剪确认
AHJPO2601890,安恒,2026-01-12 00:00:00,
AHJPO2601905,安恒,2026-01-12 00:00:00,
AHJPO2601921,安恒,2026-01-13 00:00:00,
ALCPO2600055,安健致远,2026-01-13 00:00:00,
4510249582,星昌/星联,2026-01-13 00:00:00,
ALCPO2600624,安健致远,2026-01-13 00:00:00,
ALCPO2600586,安健致远,2026-01-13 00:00:00,
4510249778,星昌/星联,2026-01-13 00:00:00,
4510249171,星昌/星联,2026-01-14 00:00:00,
4510249872,星昌/星联,2026-01-14 00:00:00,
4510249927,双源,2026-01-14 00:00:00,
AHJPO2602153,安恒,2026-01-15 00:00:00,1/18排90.8KG
AHJPO2602155,安恒,2026-01-15 00:00:00,
AHJPO2602163,安恒,2026-01-15 00:00:00,
AHJPO2602174,安恒,2026-01-15 00:00:00,排130KG
AHJPO2602973,安恒,2026-01-15 00:00:00,
ALCPO2600718,安健致远,2026-01-15 00:00:00,1/20收到  35公斤
AHJPO2603103,安恒,2026-01-15 00:00:00,
AHJPO2603088,安恒,2026-01-15 00:00:00,
4510250205,星昌/星联,2026-01-16 00:00:00,
AHJPO2603689,安恒,2026-01-16 00:00:00,
AHJPO2604126,安恒,2026-01-16 00:00:00,
EF25048-2,福恩娃,2026-01-16 00:00:00,1/17排100KG
EF25049-2,福恩娃,2026-01-16 00:00:00,
K26090同25128黑,康硕,2026-01-16 00:00:00,1/18收到样鞋
K26090,康硕,2026-01-17 00:00:00,欠色卡
K26007暗粉,康硕,2026-01-16 00:00:00,对D65灯光，排100公斤
ALCP02600721,安健致远,2026-01-16 00:00:00,
AHJPO2601437,安恒,2026-01-16 00:00:00,
4510250572,星昌/星联,2026-01-16 00:00:00,
AHJPO2604146,安恒,2026-01-16 00:00:00,
K26046单,康硕,2026-01-17 00:00:00,
ALCPO2601138,安健致远,2026-01-17 00:00:00,1/17再排300公斤
AHJPO2604206,安恒,2026-01-17 00:00:00,
4510250611,双源,2026-01-17 00:00:00,
4510250755,双源,2026-01-17 00:00:00,
4510250599,星昌/星联,2026-01-17 00:00:00,
AHJPO2604222,越南安恒,2026-01-17 00:00:00,
HX5914,恒鑫,2026-01-17 00:00:00,
HX5915,恒鑫,2026-01-17 00:00:00,
K26070冰蓝,康硕,2026-01-17 00:00:00,排130kg
K26072黑橙,康硕,2026-01-17 00:00:00,
K26073/蓝荧光黄,康硕,2026-01-17 00:00:00,
26026A,福盛和,2026-01-17 00:00:00,剪确认
26026B,福盛和,2026-01-17 00:00:00,剪确认
AHJPO2604314,安恒,2026-01-17 00:00:00,
AHJPO2604277,安恒,2026-01-17 00:00:00,
K26071黑水红,康硕,2026-01-19 00:00:00,1/19收到
K26074黑宝蓝,康硕,2026-01-19 00:00:00,1/19收到 70公斤
K26075黑灰,康硕,2026-01-19 00:00:00,1/19收到
K26062/61/63,康硕,2026-01-19 00:00:00,排45Y，取消单
AHJPO2604658,安恒,2026-01-19 00:00:00,
402303N,KSD,2026-01-19 00:00:00,做300公斤
ALCPO2601634,安健致远,2026-01-19 00:00:00,
ALCPO2601733,安健致远,2026-01-20 00:00:00,
4510250550,星昌/星联,2026-01-20 00:00:00,
AHJPO2607520,安恒,2026-01-20 00:00:00,
ALCPO2601749,安健致远,2026-01-20 00:00:00,1/21收到
HX1190-031,恒鑫,2026-01-21 00:00:00,
AHJPO2607546,越南安恒,2026-01-21 00:00:00,1/21收到
ALCPO2601885,安健致远,2026-01-21 00:00:00,"1/21收到,1/23到坯布247.55KG"
4510251467,星昌/星联,2026-01-21 00:00:00,
ALCPO2601922,安健致远,2026-01-22 00:00:00,剪现货确认
4510251653,星昌/星联,2026-01-22 00:00:00,
K26059黑/绿,康硕,2026-01-22 00:00:00,
25101,福盛和,2026-01-22 00:00:00,排100Y21.5KG
4510251955,星昌/星联,2026-01-23 00:00:00,
AHJPO2608371,安恒,2026-01-23 00:00:00,
AHJPO2608076,安恒,2026-01-23 00:00:00,
4510251149,双源,2026-01-20 00:00:00,
K26074黑皇家蓝,康硕,2026-01-24 00:00:00,
4510252157,星昌/星联,2026-01-24 00:00:00,
ALCPO2601994,安健致远,2026-01-24 00:00:00,
4510252276,星昌/星联,2026-01-24 00:00:00,
4510252169,星昌/星联,2026-01-24 00:00:00,
AHJPO2608681,安恒,2026-01-24 00:00:00,
AHJPO2608704,安恒,2026-01-24 00:00:00,
ALCPO2601941,安健致远,2026-01-23 00:00:00,
4510252324,星昌/星联,2026-01-25 00:00:00,
AHJPO2608850,安恒,2026-01-25 00:00:00,
4510252394,双源,2026-01-26 00:00:00,
ALCPO2602230,安健致远,2026-01-26 00:00:00,
4510252514,星昌/星联,2026-01-26 00:00:00,
4510252578,双源,2026-01-26 00:00:00,
AHJPO2609685,安恒,2026-01-27 00:00:00,
AHJPO2609621,安恒,2026-01-27 00:00:00,
4510252703,星昌/星联,2026-01-27 00:00:00,
LCPO2603695,安健致远,2026-01-27 00:00:00,
AHJPO2609804,安恒,2026-01-28 00:00:00,
K26060深蓝/桔,康硕,2026-01-29 00:00:00,
ALCPO2603732,安健致远,2026-01-29 00:00:00,
4510253234,双源,2026-01-29 00:00:00,
4510253413,双源,2026-01-30 00:00:00,
AHJPO2609964,安恒,2026-01-30 00:00:00,
ALCPO2603852,安健致远,2026-01-30 00:00:00,3/15送货
AHJPO2610573,安恒,2026-01-30 00:00:00,
4510248246,双源,2026-01-30 00:00:00,
AHJPO2611141,安恒,2026-02-01 00:00:00,
AHJPO2611172,安恒,2026-02-02 00:00:00,2/27恢复生产
AHJPO2611181,安恒,2026-02-02 00:00:00,
ALCP02600430,安健致远,2026-02-03 00:00:00,
4510254500,星昌/星联,2026-02-04 00:00:00,
AHJPO2611585,安恒,2026-02-04 00:00:00,
ALCPO2604132,安健致远,2026-02-05 00:00:00,
AHJPO2611696,安恒,2026-02-05 00:00:00,
AHJPO2611691,安恒,2026-02-05 00:00:00,
AHJPO2611673,安恒,2026-02-05 00:00:00,排500公斤
AHJPO2613433,安恒,2026-02-07 00:00:00,
AHJPO2613454,越南安恒,2026-02-07 00:00:00,
4510255075,星昌/星联,2026-02-08 00:00:00,
4510255236,星昌/星联,2026-02-08 00:00:00,
ALCPO2604172,安健致远,2026-02-08 00:00:00,
ALCPO2604179,安健致远,2026-02-08 00:00:00,
4510255322,星昌/星联,2026-02-10 00:00:00,
4510255358,星昌/星联,2026-02-10 00:00:00,
4510255446,星昌/星联,2026-02-10 00:00:00,
4510255757,星昌/星联,2026-02-10 00:00:00,
AHJPO2614065,安恒,2026-02-10 00:00:00,
ALCPO2604423,安健致远,2026-02-11 00:00:00,
ALCPO2604453,安健致远,2026-02-11 00:00:00,
ALCPO2604486,安健致远,2026-02-12 00:00:00,"3/2收到,剪确认"
AHJPO2614394,安恒,2026-02-14 00:00:00,做5000Y
4510255996,星昌/星联,2026-02-26 00:00:00,
4510255976,星昌/星联,2026-02-26 00:00:00,
4510256048,星昌/星联,2026-02-26 00:00:00,排100公斤
ALCPO2604496,安健致远,2026-02-26 00:00:00,
4510256115,星昌/星联,2026-02-26 00:00:00,
AHJPO2615020,安恒,2026-02-26 00:00:00,
4510256221,双源,2026-02-27 00:00:00,做100公斤
ALCPO2604529,安健致远,2026-02-27 00:00:00,4/2再送
ALCPO2604548,安健致远,2026-02-27 00:00:00,
AHJPO2616137,安恒,2026-02-27 00:00:00,
4510256396,星昌/星联,2026-02-28 00:00:00,
4510256735,星昌/星联,2026-02-28 00:00:00,
4510256521,双源,2026-02-28 00:00:00,
FE26011-1-3,福恩娃,2026-03-01 00:00:00,
FE26010-1-3,福恩娃,2026-03-01 00:00:00,排30Y
AHJPO2616252,安恒,2026-03-02 00:00:00,
AHJPO2616667,安恒,2026-03-02 00:00:00,要排75KG
AHJPO2616615,安恒,2026-03-02 00:00:00,
AHJPO2616771,安恒,2026-03-04 00:00:00,排850KG
AHJPO2616730,安恒,2026-03-04 00:00:00,先剪怀旧白/米黄确认
AHJPO2616717,安恒,2026-03-04 00:00:00,
4510257123,双源,2026-03-04 00:00:00,
AHJPO2616737,越南安恒,2026-03-04 00:00:00,
K26081黑,康硕,2026-03-04 00:00:00,
K26082黑,康硕,2026-03-04 00:00:00,
FE26001-1,福恩娃,2026-03-04 00:00:00,3/5收到排1件
K26096黑,康硕,2026-03-01 00:00:00,3/1收到，剪黑纱确认
ALCPO2605181,安健致远,2026-03-04 00:00:00,
AHJPO2616846,安恒,2026-03-04 00:00:00,
4510257347,双源,2026-03-05 00:00:00,
AHJPO2616889,安恒,2026-03-05 00:00:00,
4510257401,星昌/星联,2026-03-05 00:00:00,
4510257618,双源,2026-03-06 00:00:00,打下
K26124黑/卡其,康硕,2026-03-06 00:00:00,3/6收到鞋子
K26111/26112,康硕,2026-03-06 00:00:00,排30公斤
K26111/26113/26112,康硕,2026-03-06 00:00:00,
K26113黑,康硕,2026-03-06 00:00:00,排20公斤
FE26006-7-5,福恩娃,2026-03-06 00:00:00,排1800Y
FE26007-1-5,福恩娃,2026-03-06 00:00:00,剪确认
4510257867,星昌/星联,2026-03-07 00:00:00,
4510257857,星昌/星联,2026-03-07 00:00:00,
AHJPO2617341,越南安恒,2026-03-07 00:00:00,贴合用
4510257912,星昌/星联,2026-03-07 00:00:00,
