泉州阳硕鞋材有限公司,,,,,,,,,,,300码以下记得开小缸费 牛津布1000Y以下开染费 帆布500Y以下开染费,,,
送 货 单,,,,,,,,,,,,,,
收货单位：安迪星（福建）体育用品有限责任公司,,,,,,NO.：,FLDH260202,,,,,,,
地址：福州市马尾区亭江镇万洋众创城A07栋,,,,,,送货日期：,2026-02-03 00:00:00,,,,,,,
采购单号,指令,型体,物料编号,刀模,材料名称,颜色,数量,单位,支数,,送货单号,送货日期,物流信息,
PA260110032,K260007,382K77W-A00,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.2,码,2,预补数,FLDH260152,2026-01-16 00:00:00,100+32=132,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,43.1,码,1,0,FLDH260153,2026-01-16 00:00:00,,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,0.3,码,,预补数,FLDH260153,2026-01-16 00:00:00,,
PA260104016,JF260002,J66MVB-06KBC-C9999,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,42.4,码,,0,FLDH260153,2026-01-16 00:00:00,,
PA260104016,JF260002,J66MVB-06KBC-C9999,C0501181,JF26605C,"DJ132单层网布240g 54""",139-18-00黑,0.2,码,,预补数,FLDH260153,2026-01-16 00:00:00,,
PA260104016,JF260002,J66MVB-06KBC-C9999,C0504659,JF26605C,"YS360单层网布240g 54""",139-18-00黑,189.3,码,3,0,FLDH260154,2026-01-16 00:00:00,,
PA260104016,JF260002,J66MVB-06KBC-C9999,C0504659,JF26605C,"YS360单层网布240g 54""",139-18-00黑,0.8,码,,预补数,FLDH260154,2026-01-16 00:00:00,,
PA260104016,JF260006,J66AKA-011BC-C0802,C0504659,JF26604C,"YS360单层网布240g 54""",139-18-00黑,139.1,码,,0,FLDH260154,2026-01-16 00:00:00,,
PA260104016,JF260006,J66AKA-011BC-C0802,C0504659,JF26604C,"YS360单层网布240g 54""",139-18-00黑,0.8,码,,预补数,FLDH260154,2026-01-16 00:00:00,110+106+114=330,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504654,JF26605C,"YS 360单层网布240g 54""",19-2118TPG深红,53.6,码,1,0,FLDH260155,2026-01-16 00:00:00,,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504654,JF26605C,"YS 360单层网布240g 54""",19-2118TPG深红,0.4,码,,预补数,FLDH260155,2026-01-16 00:00:00,,
,,实发59Y,,,小缸费,19-2118TPG深红,1,个,,,FLDH260155,2026-01-16 00:00:00,,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0504660,JF26605C,"YS 360单层网布240g 54""",19-3924TPG蓝,71.2,码,2,0,FLDH260156,2026-01-16 00:00:00,,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0504660,JF26605C,"YS 360单层网布240g 54""",19-3924TPG蓝,0.3,码,,预补数,FLDH260156,2026-01-16 00:00:00,,
PA260104016,JF260007,J66AKA-011BC-C4227,C0504660,JF26604C,"YS 360单层网布240g 54""",19-3924TPG蓝,142.7,码,,0,FLDH260156,2026-01-16 00:00:00,,
PA260104016,JF260007,J66AKA-011BC-C4227,C0504660,JF26604C,"YS 360单层网布240g 54""",19-3924TPG蓝,0.8,码,,预补数,FLDH260156,2026-01-16 00:00:00,112+103=215,
,,,,,小缸费,19-3924TPG蓝,1,个,,,FLDH260156,2026-01-16 00:00:00,,
PA251219135,K250007,362B4GW-A36,C0504601,AS26102W-1,"K106单层网布180g 54""",灰色13-4104TPG,93.6,码,1,排1件,FLDH260157,2026-01-16 00:00:00,,
PA251219135,K250007,362B4GW-A36,C0504601,AS26102W-1,"K106单层网布180g 54""",灰色13-4104TPG,0.4,码,,预补数,FLDH260157,2026-01-16 00:00:00,,
,,,,,小缸费,灰色13-4104TPG,1,个,,,FLDH260157,2026-01-16 00:00:00,,
PA260112024,V260061,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,9,码,1,0,FLDH260158,2026-01-16 00:00:00,,
PA260112024,V260061,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,0.1,码,,预补数,FLDH260158,2026-01-16 00:00:00,,
PA260112024,V260063,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,10.7,码,,0,FLDH260158,2026-01-16 00:00:00,,
PA260112024,V260063,100272329,C0503027,FL-FW25259J,"K208单层网布 180g 54""",000-47-00灰,0.2,码,,预补数,FLDH260158,2026-01-16 00:00:00,,
,,,,,小缸费,000-47-00灰,1,个,,,FLDH260158,2026-01-16 00:00:00,,
PA260112024,V260017,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,44.4,码,12,0,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260017,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,0.8,码,,预补数,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260020,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,53.3,码,,0,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260020,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,0.5,码,,预补数,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260028,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,271.2,码,,0,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260028,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,1.1,码,,预补数,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260046,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,1010.6,码,,0,FLDH260159,2026-01-16 00:00:00,,
PA260112024,V260046,100209144,C0500241,FL23045U,"JFC503单层网布 54""",139-18-00黑色,4.1,码,,预补数,FLDH260159,2026-01-16 00:00:00,120*11+70=1390（多4Y）,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0504656,JF26605C,"YS 360单层网布240g 54""",19-3964TPG蓝色,118.5,码,1,0,FLDH260160,2026-01-16 00:00:00,,
PA260104016,JF260001,J66MVB-06KBC-C4227,C0504656,JF26605C,"YS 360单层网布240g 54""",19-3964TPG蓝色,0.5,码,,预补数,FLDH260160,2026-01-16 00:00:00,,
,,,,,小缸费,19-3964TPG蓝色,1,个,,,FLDH260160,2026-01-16 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504657,JF26605C,"YS 360单层网布240g 54""",15-1912TPG粉,32.7,码,1,0,FLDH260161,2026-01-16 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504657,JF26605C,"YS 360单层网布240g 54""",15-1912TPG粉,0.3,码,,预补数,FLDH260161,2026-01-16 00:00:00,,
,,,,,小缸费,15-1912TPG粉,1,个,,,FLDH260161,2026-01-16 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504661,JF26605C,"YS 360单层网布240g 54""",16-4414TPG蓝,53.6,码,1,0,FLDH260162,2026-01-16 00:00:00,,
PA260104016,JF260004,J669KA-06KBC-C3BE8,C0504661,JF26605C,"YS 360单层网布240g 54""",16-4414TPG蓝,0.4,码,,预补数,FLDH260162,2026-01-16 00:00:00,,
,,实发60Y,,,小缸费,16-4414TPG蓝,1,个,,,FLDH260162,2026-01-16 00:00:00,,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504662,JF26605C,"YS 360单层网布240g 54""",17-1456TPG桔,32.7,码,1,0,FLDH260163,2026-01-16 00:00:00,,
PA260104016,JF260003,J669KA-06KBC-C0617,C0504662,JF26605C,"YS 360单层网布240g 54""",17-1456TPG桔,0.3,码,,预补数,FLDH260163,2026-01-16 00:00:00,,
,,,,,小缸费,17-1456TPG桔,1,个,,,FLDH260163,2026-01-16 00:00:00,共31件，发鑫榕27件送货上门,
PA251227027PPS,PPS0006,362B4GW-A36,C0300167,AS26011W-A,"600D尼龙牛津布上防脱纱58""",灰色13-4104TPG,1,码,,0,FLDH260164,2026-01-21 00:00:00,1Y已寄快递给采购黄小姐,
PA251219135,K250007,362B4GW-A36,C0300167,AS26102W-1,"600D尼龙牛津布上防脱纱58""",灰色13-4104TPG,28.9,码,1,0,FLDH260164,2026-01-21 00:00:00,,
PA251219135,K250007,362B4GW-A36,C0300167,AS26102W-1,"600D尼龙牛津布上防脱纱58""",灰色13-4104TPG,0.1,码,,预补数,FLDH260164,2026-01-21 00:00:00,,
,,实发36Y,,,小缸费,灰色13-4104TPG,1,个,,,FLDH260164,2026-01-21 00:00:00,,
PA260104016,JF260005,J66AJA-011BC-C7DE8,C0504658,JF26604C,"YS 360单层网布240g 54""",18-1741TPG红,117.2,码,1,0,FLDH260165,2026-01-21 00:00:00,,
PA260104016,JF260005,J66AJA-011BC-C7DE8,C0504658,JF26604C,"YS 360单层网布240g 54""",18-1741TPG红,0.8,码,,预补数,FLDH260165,2026-01-21 00:00:00,,
,,实发128Y,,,小缸费,18-1742TPG红,1,个,,,FLDH260165,2026-01-21 00:00:00,,
PA260112024,V260001,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,51,码,,0,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260001,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260002,100240133,C0502691,FL-FW25259J,"K208单层网布 180g 54""",139-18-00黑,42.2,码,,0,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260002,100240133,C0502691,FL-FW25259J,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260007,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,55.6,码,,0,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260007,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260009,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,69.8,码,,0,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260009,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.3,码,,预补数,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260012,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,16.6,码,,0,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260012,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260166,2026-01-21 00:00:00,,
PA260112024,V260022,100240133,C0502691,FL-FW25259J,"K208单层网布 180g 54""",139-18-00黑,19.3,码,,0,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260022,100240133,C0502691,FL-FW25259J,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260024,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,8,码,,0,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260024,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.1,码,,预补数,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260029,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,21.9,码,,0,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260029,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.2,码,,预补数,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260035,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,23.8,码,,0,FLDH260167,2026-01-21 00:00:00,,
PA260112024,V260035,100233884,C0502691,FL-SS25122M,"K208单层网布 180g 54""",139-18-00黑,0.2,码,3,预补数,FLDH260167,2026-01-21 00:00:00,140*2+30=310,
PA260112024,V260003,100239228,C0503015,FL-FW25259J,"K208单层网布 180g 54""",01F7白,44.6,码,1,0,FLDH260168,2026-01-21 00:00:00,,
PA260112024,V260003,100239228,C0503015,FL-FW25259J,"K208单层网布 180g 54""",01F7白,0.2,码,,预补数,FLDH260168,2026-01-21 00:00:00,,
PA260112024,V260023,100239228,C0503015,FL-FW25259J,"K208单层网布 180g 54""",01F7白,16,码,,0,FLDH260168,2026-01-21 00:00:00,,
PA260112024,V260023,100239228,C0503015,FL-FW25259J,"K208单层网布 180g 54""",01F7白,0.2,码,,预补数,FLDH260168,2026-01-21 00:00:00,,
PA260112024,V260060,100272330,C0504105,FL-FW25259J,"K208单层网布 180g 54""",118-30-29蓝,9.3,码,1,0,FLDH260169,2026-01-21 00:00:00,,
PA260112024,V260060,100272330,C0504105,FL-FW25259J,"K208单层网布 180g 54""",118-30-29蓝,0.1,码,,预补数,FLDH260169,2026-01-21 00:00:00,,
PA260112024,V260062,100272330,C0504105,FL-FW25259J,"K208单层网布 180g 54""",118-30-29蓝,6.5,码,,0,FLDH260169,2026-01-21 00:00:00,,
PA260112024,V260062,100272330,C0504105,FL-FW25259J,"K208单层网布 180g 54""",118-30-29蓝,0.1,码,,预补数,FLDH260169,2026-01-21 00:00:00,,
,,,,,小缸费,118-30-29蓝,1,个,,,FLDH260169,2026-01-21 00:00:00,,
PA260112024,V260025,100272331,C0504106,FL-FW25259J,"K208单层网布 180g 54""",154-77-21粉,6.4,码,1,0,FLDH260170,2026-01-21 00:00:00,,
PA260112024,V260025,100272331,C0504106,FL-FW25259J,"K208单层网布 180g 54""",154-77-21粉,0.1,码,,预补数,FLDH260170,2026-01-21 00:00:00,,
PA260112024,V260032,100272331,C0504106,FL-FW25259J,"K208单层网布 180g 54""",154-77-21粉,19.3,码,,0,FLDH260170,2026-01-21 00:00:00,,
PA260112024,V260032,100272331,C0504106,FL-FW25259J,"K208单层网布 180g 54""",154-77-21粉,0.2,码,,预补数,FLDH260170,2026-01-21 00:00:00,,
,,,,,小缸费,154-77-21粉,1,个,,,FLDH260170,2026-01-21 00:00:00,,
PA260112024,V260058,100275886,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,29.8,码,1,0,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260058,100275886,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,0.4,码,,预补数,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260068,100275280,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,11.4,码,,0,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260068,100275280,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,0.2,码,,预补数,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260070,100275886,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,26.8,码,,0,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260070,100275886,C0501181,FL-SS25011U-8,"DJ132单层网布 240g 54""",139-18-00黑,0.4,码,,预补数,FLDH260171,2026-01-21 00:00:00,,
PA260112024,V260057,100271899,C0503505,FL-SS25029M-A,"JFC805单层网布 54""",01F7白,2.7,码,1,0,FLDH260172,2026-01-21 00:00:00,,
PA260112024,V260057,100271899,C0503505,FL-SS25029M-A,"JFC805单层网布 54""",01F7白,0.1,码,,预补数,FLDH260172,2026-01-21 00:00:00,,
PA260112024,V260059,100271899,C0503505,FL-SS25029M-A,"JFC805单层网布 54""",01F7白,3.1,码,,0,FLDH260172,2026-01-21 00:00:00,,
PA260112024,V260059,100271899,C0503505,FL-SS25029M-A,"JFC805单层网布 54""",01F7白,0.1,码,,预补数,FLDH260172,2026-01-21 00:00:00,,
PA260112038,V260066,100232401,C0500239,FL-23045U,"JFC503 单层网布54""",01F7白色,169.4,码,9,做1200Y,FLDH260173,2026-01-21 00:00:00,,
PA260112038,V260066,100232401,C0500239,FL-23045U,"JFC503 单层网布54""",01F7白色,0.6,码,,预补数,FLDH260173,2026-01-21 00:00:00,,
PA260112024,V260010,100209145,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,44.4,码,,0,FLDH260173,2026-01-21 00:00:00,,
PA260112024,V260010,100209145,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,0.8,码,,预补数,FLDH260173,2026-01-21 00:00:00,,
PA260112024,V260043,100209145,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,838.4,码,,0,FLDH260173,2026-01-21 00:00:00,,
PA260112024,V260043,100209145,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,3.4,码,,预补数,FLDH260173,2026-01-21 00:00:00,,
PA260117015,Y260093,100209145-VN,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,35.5,码,,0,FLDH260173,2026-01-21 00:00:00,,
PA260117015,Y260093(预补),100209145-VN,C0500239,FL23045U,"JFC503 单层网布54""",01F7白色,0.5,码,,预补数,FLDH260173,2026-01-21 00:00:00,125*8+100=1100（多7Y）,
PA260112024,V260048,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,14.6,码,,0,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260048,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260049,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,13.6,码,,0,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260049,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260050,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,29.6,码,,0,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260050,100275282,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260051,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,14.6,码,,0,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260051,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260053,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,13.6,码,,0,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260053,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260174,2026-01-21 00:00:00,,
PA260112024,V260054,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,13.4,码,,0,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260054,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260055,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,13.6,码,,0,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260055,100275283,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260056,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,14,码,,0,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260056,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,,预补数,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260068,100275280,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,15.4,码,,0,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260068,100275280,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.2,码,,预补数,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260069,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,26.8,码,,0,FLDH260175,2026-01-21 00:00:00,,
PA260112024,V260069,100275281,C0501825,FL-SS25011U-8,"DJ132单层网布 240g 54""",109-98-01白,0.4,码,2,预补数,FLDH260175,2026-01-21 00:00:00,100+73=173,
,,补短码,C0504146,,"K106单层网布180g 54""",米白11-4801TPG,5,码,1包,,FLDH260176,2026-01-21 00:00:00,共21件，发鑫榕18件送货上门,
P260121004,M250007,,C0101137,MS26128M,"20071#提花三明治450g/y 54""",BLACK C黑,10,码,1,,FLDH260177,2026-01-23 00:00:00,,
P260121004,M250008,,C0101138,MS26128M,"20071#提花三明治450g/y 54""",18-4017TCX灰,14,码,1,,FLDH260177,2026-01-23 00:00:00,,
P260121004,M250009,,C0101140,MS26128M,"20071#提花三明治450g/y 54""",19-3921TCX蓝,15,码,1,,FLDH260177,2026-01-23 00:00:00,,
P260121004,M250010,,C0101139,MS26128M,"20071#提花三明治450g/y 54""",19-5920TCX绿,13,码,1,,FLDH260177,2026-01-23 00:00:00,,
PA260122019,K250081,,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,0,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250081(预补),,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250082,,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.4,码,,0,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250082(预补),,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250083,,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.5,码,,0,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250083(预补),,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250084,,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.5,码,,0,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250084(预补),,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260178,2026-01-23 00:00:00,,
PA260122019,K250085,,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.2,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250085(预补),,C0500322,AS26009M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250093,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.2,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250093(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250094,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.9,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250094(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250095,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250095(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250096,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,1.3,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250096(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250097,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,2.2,码,,0,FLDH260179,2026-01-23 00:00:00,,
PA260122019,K250097(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K250098,,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,3.1,码,,0,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K250098(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K260004(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K260005(预补),,C0500322,AS26001M,"DJ132单层网布240g 54""",黑色,0.1,码,,预补数,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K260007,,C0500322,AS26002M,"DJ132单层网布240g 54""",黑色,0.2,码,,0,FLDH260180,2026-01-23 00:00:00,,
PA260122019,K250089,,C0501825,AS26009M,"DJ132单层网布240g 54""",109-98-01白,0.1,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250100,,C0501825,AS26001M,"DJ132单层网布240g 54""",109-98-01白,0.5,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K260006,,C0501825,AS26001M,"DJ132单层网布240g 54""",109-98-01白,3.1,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K260008,,C0501825,AS26002M,"DJ132单层网布240g 54""",109-98-01白,0.3,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250086,,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250086(预补),,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250087,,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.4,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250087(预补),,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250088,,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.7,码,,0,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250088(预补),,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260181,2026-01-23 00:00:00,,
PA260122019,K250089,,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.4,码,,0,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250089(预补),,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250090,,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.2,码,,0,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250090(预补),,C0503213,AS26009M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250099,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.2,码,,0,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250099(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250100,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.4,码,,0,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250100(预补),,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,预补数,FLDH260182,2026-01-23 00:00:00,,
PA260122019,K250101,,C0503213,AS26001M,"DJ132单层网布240g 54""",白色,0.1,码,,0,FLDH260182,2026-01-23 00:00:00,,
